20
1000
33	62	-71	-66	96	-43	100	-86	22	58	66	-100
70	31	3	-29	-53	-65	11	75	29	-48	-91	-41
-41	30	98	-79	54	-76	59	86	-48	-78	-75	83
71	-34	89	-96	17	17	79	-38	60	22	-23	17
15	43	-8	3	96	-20	59	-6	21	30	43	41
47	92	62	34	83	-40	74	-99	5	27	-100	-85
-95	30	-44	-72	-71	-85	28	-95	98	67	-57	85
-60	-75	37	-75	77	-61	-52	84	-81	97	-94	74
50	61	90	23	-28	31	15	17	31	61	-28	50
84	15	47	5	32	48	-40	48	32	-22	7	-19
-57	95	65	72	69	96	-15	-59	-76	-72	-36	-11
-53	89	2	49	-28	-24	-14	-89	13	-82	9	-17
90	14	-61	41	76	52	91	25	74	9	82	-1
65	74	-22	-43	46	91	73	-49	33	-44	-38	-14
-64	-10	-33	-84	56	-31	-13	-86	15	-80	27	14
-59	57	-4	55	-99	-16	63	-45	-98	25	31	47
-91	-93	-89	2	44	-76	33	36	-37	85	24	-82
13	-9	64	-7	37	-84	71	23	-15	-38	-88	-77
-34	-15	78	-67	-38	-53	26	0	-60	-27	-14	-61
-11	-34	90	30	81	-9	54	-51	-97	30	8	-88
-7	46	-39	4	-35	79	-6	-93	57	5	24	74
-75	-9	81	8	-62	23	31	-4	-87	68	86	-58
90	15	18	42	85	-45	-8	76	-44	8	-76	59
93	34	69	54	-74	78	51	-33	78	-44	10	58
-90	60	-1	32	-83	-99	27	66	-56	-16	-65	-61
-34	-53	-66	-22	-53	-26	100	8	-44	68	-32	35
-75	-80	31	-62	-30	-89	-30	-10	14	-1	54	98
-32	-48	-26	53	83	-28	-94	-56	48	-33	12	-50
61	-90	23	47	68	-71	34	-62	45	-18	-38	32
-46	-59	-92	-67	-1	86	-37	17	-80	-28	-79	85
-14	85	-13	16	32	8	95	0	21	60	-18	3
-78	94	-90	36	-67	41	-12	53	55	-77	41	13
-37	49	45	20	92	52	27	28	38	49	-96	83
30	-73	36	-10	-95	68	5	-38	-63	93	-23	-62
99	62	15	76	-59	54	20	-58	-70	71	-83	-49
33	-62	75	46	10	-54	99	30	-73	16	5	87
-68	-85	-39	19	69	-9	24	14	67	-37	-4	14
40	-60	78	-57	87	81	-94	92	-46	57	-67	10
-33	-10	43	73	12	67	34	80	-54	5	38	28
95	-32	7	-89	-4	-32	61	-74	60	-75	-92	-16
-75	-10	-85	33	-2	93	86	-100	-56	61	50	-48
97	-82	7	21	-8	-14	-52	27	-8	-76	46	-25
26	-79	-45	-48	-74	-69	-29	66	52	29	6	-46
86	-96	50	99	15	84	-71	-16	50	-16	45	-32
64	87	60	-88	-46	25	-53	-43	66	-42	-96	73
89	-1	-10	91	-54	-18	98	-95	53	66	-19	-74
-86	7	-39	60	22	57	32	-70	-17	-58	83	-46
-26	-52	75	72	-74	21	83	46	-81	-75	-86	10
-98	-17	-61	-14	-71	70	-25	-70	-20	42	46	24
-93	10	74	-90	10	-43	74	-25	24	-1	-87	-81
-1	20	-16	8	-29	-39	85	15	-38	76	87	-67
-76	-61	-45	-71	97	20	81	65	-25	76	-92	76
-75	60	62	20	16	80	33	32	41	79	-4	-97
-38	-15	-23	25	5	-76	-64	-27	-34	12	2	1
-55	85	-6	69	-30	8	-14	25	-81	-22	72	-41
54	-39	-29	95	67	-81	-31	-35	4	31	38	63
81	-30	-39	90	-54	79	4	-21	-57	25	-17	-90
70	-67	-98	-23	9	-77	-97	-46	-55	-1	98	28
-52	51	-89	38	62	-15	98	-62	84	-47	-37	55
92	-82	44	4	-39	-93	-76	-69	-21	82	11	-98
9	42	50	-71	2	-89	-11	19	-89	-27	33	-78
86	-82	50	37	29	75	-19	-79	-6	-89	85	29
-24	-79	72	-38	-43	5	26	-2	-72	-3	-23	-29
4	56	89	-74	-74	3	-87	47	-64	71	-51	69
51	-82	33	-29	-24	95	84	-10	-21	-27	-49	89
-47	24	-76	78	-70	-13	-88	-85	17	18	-6	-6
-14	15	46	-53	-92	-58	-70	-2	-31	62	-80	-61
-84	77	77	-89	60	23	-95	-43	-63	-25	70	74
96	93	-67	84	64	82	-32	15	4	56	20	-34
75	20	-15	-26	-35	71	49	48	-60	-57	-7	92
-46	12	66	74	-34	-21	-45	2	-64	50	63	-78
-15	77	85	-38	41	17	65	53	-7	24	-51	80
32	46	68	-72	66	-94	20	69	41	73	94	-61
-50	-73	60	75	-96	-61	-23	72	-24	-80	93	92
-7	94	-52	15	-38	7	58	-16	-62	-70	-1	23
87	88	43	94	56	75	-54	-78	74	33	19	-86
-84	-9	-42	-51	-77	-22	-3	-61	97	89	-86	45
76	68	18	43	-78	60	97	-52	-98	-51	-47	73
-26	36	88	-4	44	-76	90	95	45	-76	-43	-76
65	-30	-91	-19	-88	33	70	37	-63	-43	-61	-83
68	57	-80	-50	11	-46	94	-31	-73	-11	-21	7
74	30	-93	25	73	17	16	96	-77	-11	-40	-46
47	-40	86	91	-14	-74	95	4	36	19	-12	-21
44	-100	67	69
1000
-42	-84	-89	61	4	-62	-76	-40	-53	1	6	67
-40	23	40	87	13	13	-55	85	13	-30	93	-13
-20	-13	-74	-49	-74	-85	-16	-20	-73	-20	75	72
85	-1	74	44	60	-76	75	-77	65	59	93	-90
-6	69	21	69	-40	33	83	6	-10	79	83	57
98	75	42	-68	-97	35	26	-9	7	-21	72	-89
21	-56	-47	89	-48	-40	98	-34	-25	-22	57	-92
7	-92	90	70	-11	-27	-88	31	-46	62	-2	-16
95	32	5	-96	-12	-97	-63	98	-29	78	-24	-16
4	-36	-34	-75	56	-88	64	-65	57	89	1	-92
-93	-31	-54	-71	-96	27	-63	-57	56	32	48	25
27	90	54	-40	-22	-72	-51	84	35	46	39	17
-48	-93	-8	-82	56	-48	22	96	59	9	4	-41
83	-86	-97	-55	46	46	57	-10	68	-76	91	20
-44	-74	95	22	89	-39	-11	-17	85	-7	37	95
-14	-92	-73	32	60	2	-87	100	59	99	-6	14
99	85	13	-19	7	95	87	37	-44	-68	58	99
53	-10	-91	51	-3	33	40	-48	-56	7	-26	-20
-73	17	-37	80	48	-100	56	-69	38	84	71	72
-35	48	-19	-13	64	-57	-57	-35	53	86	-18	57
93	77	62	-4	93	4	-63	98	-33	43	44	-77
-34	-48	-89	-36	72	60	94	-51	-19	-81	-28	13
